Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Location_Type,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Weather_Condition,Nearby_Competitor_ATMs,Cash_Demand_Next_Day
Saturday,Morning,76810.0,5895.0,Bank Branch,0.0,0.0,91463.0,Clear,3.0,64758.0
Saturday,Evening,66783.0,16372.0,Gas Station,0.0,0.0,96566.0,Snowy,4.0,52900.0
Sunday,Evening,66477.0,14532.0,Standalone,0.0,0.0,101445.0,Rainy,2.0,53735.0
Monday,Night,80867.0,2807.0,Supermarket,0.0,0.0,89696.0,Snowy,2.0,87239.375
Tuesday,Night,48102.0,9878.0,Gas Station,0.0,0.0,71555.0,Rainy,0.0,44020.0
Friday,Evening,20872.0,9980.0,Bank Branch,0.0,0.0,68197.0,Cloudy,4.0,16602.0
Wednesday,Afternoon,40030.0,10584.0,Mall,0.0,0.0,74288.0,Snowy,0.0,35047.0
Wednesday,Morning,54951.0,5929.0,Standalone,0.0,0.0,92686.0,Rainy,4.0,56301.0
Tuesday,Morning,57564.0,9588.0,Standalone,0.0,0.0,106129.0,Cloudy,5.0,56643.0
Wednesday,Night,56592.0,9508.0,Standalone,0.0,0.0,63924.0,Rainy,4.0,39897.0
Thursday,Morning,54972.0,3578.0,Bank Branch,0.0,0.0,129517.0,Clear,2.0,63058.0
Sunday,Night,57371.0,8854.0,Bank Branch,0.0,0.0,77259.0,Clear,3.0,50082.0
Saturday,Afternoon,37672.0,7247.0,Bank Branch,0.0,0.0,110193.0,Clear,0.0,35848.0
Sunday,Afternoon,70292.0,7667.0,Standalone,0.0,0.0,87426.0,Snowy,1.0,68588.0
Wednesday,Night,10728.0,10675.0,Mall,0.0,0.0,93475.0,Cloudy,0.0,4077.0
Wednesday,Afternoon,57580.0,12639.0,Supermarket,0.0,0.0,62006.0,Clear,5.0,52620.0
Sunday,Night,48076.0,13920.0,Supermarket,0.0,0.0,82039.0,Cloudy,1.0,38616.0
Friday,Morning,38509.0,7693.0,Standalone,0.0,0.0,54944.0,Clear,2.0,38894.0
Wednesday,Afternoon,55039.0,4507.0,Mall,0.0,0.0,87617.0,Rainy,2.0,49381.0
Monday,Morning,32270.0,14979.0,Standalone,0.0,0.0,86034.0,Rainy,3.0,17744.0
Thursday,Evening,51862.0,9158.0,Bank Branch,0.0,0.0,111982.0,Rainy,0.0,49518.0
Monday,Night,37254.0,7585.0,Standalone,0.0,0.0,110613.0,Snowy,1.0,24131.0
Tuesday,Night,40048.0,10646.0,Bank Branch,0.0,0.0,52385.0,Rainy,5.0,34063.0
Thursday,Morning,65557.0,5447.0,Supermarket,0.0,0.0,95119.0,Clear,2.0,49836.0
Friday,Night,54420.0,13466.0,Bank Branch,0.0,0.0,59446.0,Cloudy,0.0,43782.0
Monday,Afternoon,60547.0,22492.0,Bank Branch,0.0,0.0,95439.0,Clear,1.0,49852.0
Monday,Evening,28895.0,10540.0,Bank Branch,0.0,0.0,81867.0,Cloudy,2.0,28790.0
Sunday,Night,34608.0,11907.0,Standalone,0.0,0.0,119945.0,Cloudy,0.0,19619.0
Monday,Evening,67728.0,16136.0,Bank Branch,0.0,0.0,75796.0,Cloudy,0.0,47202.0
Monday,Morning,65980.0,8709.0,Standalone,0.0,0.0,125371.0,Rainy,4.0,49889.0
Wednesday,Night,57371.0,3883.0,Standalone,0.0,0.0,128492.0,Rainy,1.0,56636.0
Wednesday,Morning,38576.0,8469.0,Standalone,0.0,0.0,102908.0,Clear,5.0,31517.0
Saturday,Night,39444.0,0.0,Bank Branch,0.0,0.0,106787.0,Clear,2.0,44836.0
Sunday,Morning,44470.0,14035.0,Mall,0.0,0.0,122393.0,Snowy,4.0,43281.0
Thursday,Night,54245.0,10097.0,Bank Branch,0.0,0.0,83951.0,Rainy,3.0,55882.0
Sunday,Afternoon,58683.0,12300.0,Gas Station,0.0,0.0,130808.0,Clear,3.0,36366.0
Friday,Evening,68830.0,6571.0,Gas Station,0.0,0.0,116405.0,Clear,0.0,70583.0
Thursday,Night,42250.0,4883.0,Supermarket,0.0,0.0,105600.0,Cloudy,2.0,38754.0
Thursday,Afternoon,9881.0,10412.0,Gas Station,0.0,0.0,92613.0,Cloudy,2.0,2708.0
Monday,Morning,55868.0,12908.0,Standalone,0.0,0.0,99675.0,Rainy,3.0,36672.0
Friday,Night,67352.0,8597.0,Supermarket,0.0,0.0,71942.0,Cloudy,0.0,47786.0
Tuesday,Morning,48377.0,15560.0,Bank Branch,0.0,0.0,113705.0,Clear,1.0,50102.0
Wednesday,Afternoon,71030.0,9033.0,Mall,0.0,0.0,129431.0,Snowy,0.0,76845.0
Thursday,Afternoon,72126.0,9032.0,Bank Branch,0.0,0.0,104367.0,Snowy,0.0,56259.0
Sunday,Evening,69332.0,20715.0,Standalone,0.0,0.0,90604.0,Rainy,3.0,74616.0
Saturday,Afternoon,52381.0,15780.0,Standalone,0.0,0.0,87830.0,Snowy,5.0,40733.0
Saturday,Afternoon,34881.0,8560.0,Supermarket,0.0,0.0,104900.0,Snowy,4.0,24940.0
Wednesday,Afternoon,73912.0,10517.0,Mall,0.0,0.0,128623.0,Clear,1.0,71557.0
Tuesday,Afternoon,46099.0,8921.0,Standalone,0.0,0.0,76444.0,Rainy,1.0,36420.0
Thursday,Afternoon,22396.0,16640.0,Supermarket,0.0,0.0,89914.0,Rainy,5.0,11229.0
Thursday,Morning,40882.0,3552.0,Supermarket,0.0,0.0,101168.0,Cloudy,5.0,40255.0
Tuesday,Night,49105.0,1491.0,Mall,0.0,0.0,83805.0,Cloudy,5.0,57375.0
Monday,Afternoon,52817.0,13408.0,Mall,0.0,0.0,119250.0,Snowy,5.0,44992.0
Tuesday,Afternoon,61512.0,9991.0,Standalone,0.0,0.0,121790.0,Rainy,3.0,54351.0
Sunday,Night,85481.0,0.0,Gas Station,0.0,0.0,103853.0,Rainy,0.0,83719.0
Sunday,Morning,40181.0,0.0,Supermarket,0.0,0.0,107470.0,Snowy,5.0,44371.0
Saturday,Evening,71831.0,2159.0,Standalone,0.0,0.0,109144.0,Rainy,2.0,62925.0
Monday,Night,44099.0,6187.0,Bank Branch,0.0,0.0,84792.0,Clear,0.0,33879.0
Saturday,Evening,44095.0,8014.0,Supermarket,0.0,0.0,99170.0,Cloudy,0.0,40911.0
Saturday,Evening,37197.0,6652.0,Supermarket,0.0,0.0,80433.0,Clear,0.0,31812.0
Tuesday,Night,76977.0,15531.0,Bank Branch,0.0,0.0,104013.0,Cloudy,3.0,51332.0
Wednesday,Evening,38758.0,11688.0,Mall,0.0,0.0,89098.0,Rainy,5.0,38985.0
Friday,Night,77251.0,3653.0,Supermarket,0.0,0.0,130723.0,Clear,5.0,87239.375
Sunday,Afternoon,62497.0,6848.0,Supermarket,0.0,0.0,117284.0,Cloudy,1.0,53894.0
Thursday,Night,9386.0,6400.0,Supermarket,0.0,0.0,81518.0,Cloudy,4.0,5426.0
Tuesday,Evening,55786.0,13513.0,Mall,0.0,0.0,104817.0,Cloudy,2.0,52997.0
Thursday,Morning,40014.0,14680.0,Mall,0.0,0.0,115538.0,Clear,1.0,22363.0
Monday,Morning,40205.0,7251.0,Standalone,0.0,0.0,93694.0,Cloudy,0.0,32672.0
Saturday,Afternoon,54020.0,10080.0,Gas Station,0.0,0.0,102866.0,Clear,3.0,40259.0
Sunday,Afternoon,23668.0,6524.0,Mall,0.0,0.0,109462.0,Snowy,1.0,13731.0
Thursday,Morning,39456.0,8810.0,Supermarket,0.0,0.0,109328.0,Rainy,5.0,27217.0
Wednesday,Afternoon,64955.0,15636.0,Bank Branch,0.0,0.0,77403.0,Rainy,4.0,61764.0
Tuesday,Night,37642.0,15955.0,Gas Station,0.0,0.0,97062.0,Snowy,0.0,25561.0
Monday,Afternoon,46259.0,4184.0,Supermarket,0.0,0.0,91731.0,Clear,2.0,41498.0
Wednesday,Evening,50485.0,15362.0,Standalone,0.0,0.0,128575.0,Cloudy,1.0,50936.0
Saturday,Morning,71514.0,11423.0,Gas Station,0.0,0.0,60734.0,Cloudy,0.0,50327.0
Friday,Night,56912.0,15241.0,Standalone,0.0,0.0,98378.0,Clear,0.0,46108.0
Sunday,Night,58524.0,15431.0,Standalone,0.0,0.0,106667.0,Cloudy,3.0,55019.0
Monday,Afternoon,12607.0,5962.0,Gas Station,0.0,0.0,95530.0,Cloudy,0.0,11445.0
Saturday,Evening,34327.0,18919.0,Bank Branch,0.0,0.0,133629.0,Snowy,2.0,13307.0
Wednesday,Afternoon,36741.0,13074.0,Supermarket,0.0,0.0,110193.0,Clear,3.0,19495.0
Sunday,Afternoon,62175.0,11659.0,Bank Branch,0.0,0.0,155091.0,Cloudy,0.0,61520.0
Thursday,Afternoon,34581.0,1446.0,Mall,0.0,0.0,92138.0,Clear,1.0,32099.0
Wednesday,Evening,34980.0,5389.0,Mall,0.0,0.0,80907.0,Rainy,3.0,29943.0
Friday,Morning,57773.0,14471.0,Gas Station,0.0,0.0,84673.0,Cloudy,5.0,57832.0
Wednesday,Evening,20876.0,0.0,Gas Station,0.0,0.0,106922.0,Cloudy,1.0,20985.0
Thursday,Morning,57380.0,14098.0,Bank Branch,0.0,0.0,96090.0,Clear,5.0,52020.0
Wednesday,Evening,18140.0,12068.0,Gas Station,0.0,0.0,142711.0,Clear,3.0,14204.0
Monday,Evening,54230.0,9839.0,Gas Station,0.0,0.0,100670.0,Cloudy,1.0,46252.0
Monday,Afternoon,33546.0,14110.0,Bank Branch,0.0,0.0,117443.0,Clear,2.0,18965.0
Sunday,Night,54860.0,16009.0,Bank Branch,0.0,0.0,100175.0,Clear,5.0,31492.0
Tuesday,Afternoon,60266.0,7894.0,Bank Branch,0.0,0.0,119528.0,Rainy,1.0,66644.0
Monday,Night,33017.0,9557.0,Mall,0.0,0.0,90922.0,Rainy,1.0,21588.0
Wednesday,Afternoon,46996.0,16996.0,Mall,0.0,0.0,130782.0,Cloudy,3.0,41036.0
Thursday,Afternoon,73585.0,5255.0,Bank Branch,0.0,0.0,81861.0,Cloudy,0.0,70842.0
Tuesday,Morning,37040.0,9367.0,Standalone,0.0,0.0,81793.0,Snowy,2.0,25933.0
Saturday,Night,60427.0,12208.0,Bank Branch,0.0,0.0,71325.0,Clear,1.0,48476.0
Saturday,Morning,28640.0,10892.0,Standalone,0.0,0.0,60709.0,Cloudy,2.0,20161.0
Thursday,Night,27782.0,19960.0,Bank Branch,0.0,0.0,136677.0,Cloudy,2.0,18331.0
Tuesday,Morning,61239.0,7012.0,Mall,0.0,0.0,70089.0,Rainy,2.0,45815.0
Friday,Evening,49815.0,12211.0,Bank Branch,0.0,0.0,84985.0,Rainy,4.0,43503.0
Thursday,Morning,55789.0,4116.0,Bank Branch,0.0,0.0,118561.0,Clear,0.0,49438.0
Thursday,Afternoon,23442.0,6818.0,Bank Branch,0.0,0.0,88698.0,Clear,0.0,17113.0
Tuesday,Evening,86618.0,12185.0,Standalone,0.0,0.0,101841.0,Rainy,4.0,76033.0
Tuesday,Morning,57143.0,4397.0,Bank Branch,0.0,0.0,84902.0,Snowy,4.0,48409.0
Tuesday,Night,50335.0,18467.0,Mall,0.0,0.0,103028.0,Clear,3.0,51588.0
Wednesday,Morning,45609.0,5870.0,Bank Branch,0.0,0.0,136927.0,Rainy,2.0,47292.0
Thursday,Morning,79000.0,11283.0,Bank Branch,0.0,0.0,99769.0,Cloudy,3.0,63205.0
Friday,Morning,65459.0,7367.0,Bank Branch,0.0,0.0,73553.0,Cloudy,4.0,68683.0
Saturday,Night,29751.0,7724.0,Supermarket,0.0,0.0,73054.0,Rainy,0.0,19163.0
Wednesday,Afternoon,36518.0,8495.0,Supermarket,0.0,0.0,67453.0,Cloudy,4.0,26431.0
Thursday,Evening,39065.0,9054.0,Standalone,0.0,0.0,103605.0,Snowy,5.0,34194.0
Thursday,Morning,37776.0,6833.0,Bank Branch,0.0,0.0,98064.0,Rainy,2.0,32885.0
Tuesday,Afternoon,31332.0,12249.0,Standalone,0.0,0.0,85848.0,Snowy,0.0,32711.0
Monday,Afternoon,41918.0,6398.0,Supermarket,0.0,0.0,77486.0,Snowy,5.0,32281.0
Friday,Evening,64202.0,10275.0,Mall,0.0,0.0,108448.0,Snowy,5.0,72908.0
Thursday,Evening,43007.0,4179.0,Standalone,0.0,0.0,92840.0,Clear,2.0,43147.0
Friday,Afternoon,18352.0,16696.0,Standalone,0.0,0.0,86269.0,Clear,5.0,7222.0
Wednesday,Night,67450.0,15343.0,Standalone,0.0,0.0,74280.0,Rainy,3.0,57952.0
Tuesday,Evening,76263.0,9842.0,Bank Branch,0.0,0.0,105147.0,Cloudy,1.0,83131.0
Friday,Night,40537.0,12161.0,Standalone,0.0,0.0,85656.0,Cloudy,0.0,30985.0
Tuesday,Night,50316.0,4344.0,Bank Branch,0.0,0.0,98654.0,Rainy,1.0,52888.0
Thursday,Afternoon,33880.0,11237.0,Standalone,0.0,0.0,99806.0,Rainy,1.0,26063.0
Tuesday,Afternoon,71698.0,7700.0,Mall,0.0,0.0,91407.0,Cloudy,1.0,76430.0
Monday,Night,30483.0,16499.0,Mall,0.0,0.0,119206.0,Rainy,5.0,20337.0
Thursday,Morning,22422.0,14490.0,Gas Station,0.0,0.0,92644.0,Clear,0.0,14141.0
Sunday,Morning,60537.0,2675.0,Bank Branch,0.0,0.0,86630.0,Clear,2.0,54849.0
Thursday,Morning,51417.0,19030.0,Mall,0.0,0.0,153338.0,Clear,4.0,57076.0
Tuesday,Morning,51457.0,15583.0,Bank Branch,0.0,0.0,104641.0,Cloudy,1.0,31526.0
Tuesday,Night,52926.0,12687.0,Bank Branch,0.0,0.0,88430.0,Snowy,5.0,52493.0
Saturday,Morning,48837.0,4669.0,Mall,0.0,0.0,98969.0,Snowy,0.0,40770.0
Thursday,Afternoon,78680.0,15820.0,Mall,0.0,0.0,126983.0,Clear,1.0,84262.0
Monday,Afternoon,50366.0,17801.0,Standalone,0.0,0.0,60967.0,Rainy,5.0,41351.0
Tuesday,Morning,45846.0,6641.0,Gas Station,0.0,0.0,74916.0,Clear,1.0,42615.0
Sunday,Evening,41674.0,9887.0,Mall,0.0,0.0,98840.0,Clear,2.0,38495.0
Monday,Afternoon,64188.0,15368.0,Bank Branch,0.0,0.0,87383.0,Snowy,4.0,44270.0
Monday,Night,45531.0,9974.0,Bank Branch,0.0,0.0,107975.0,Snowy,4.0,30916.0
Friday,Morning,61777.0,1111.0,Standalone,0.0,0.0,114294.0,Snowy,2.0,74733.0
Sunday,Morning,46494.0,18039.0,Bank Branch,0.0,0.0,127069.0,Rainy,2.0,34370.0
Saturday,Night,54370.0,10160.0,Gas Station,0.0,0.0,117456.0,Clear,4.0,56294.0
Thursday,Afternoon,60981.0,9824.0,Mall,0.0,0.0,82921.0,Rainy,1.0,52339.0
Monday,Evening,80730.0,1872.0,Standalone,0.0,0.0,88864.0,Cloudy,5.0,82739.0
Saturday,Evening,50489.0,11552.0,Bank Branch,0.0,0.0,77454.0,Rainy,3.0,45655.0
Monday,Night,29538.0,7340.0,Supermarket,0.0,0.0,110018.0,Rainy,3.0,24799.0
Friday,Night,35265.0,2142.0,Supermarket,0.0,0.0,81352.0,Rainy,5.0,33245.0
Monday,Evening,61495.0,7930.0,Mall,0.0,0.0,109215.0,Clear,2.0,48716.0
Monday,Afternoon,27164.0,10060.0,Mall,0.0,0.0,98142.0,Snowy,2.0,18763.0
Monday,Evening,64516.0,11994.0,Gas Station,0.0,0.0,121000.0,Cloudy,1.0,49328.0
Thursday,Morning,54869.0,8648.0,Bank Branch,0.0,0.0,99452.0,Rainy,3.0,48931.0
Thursday,Night,73040.0,12987.0,Standalone,0.0,0.0,85773.0,Clear,5.0,51467.0
Thursday,Night,51756.0,8078.0,Supermarket,0.0,0.0,95884.0,Clear,1.0,44020.0
Wednesday,Morning,68087.0,5316.0,Bank Branch,0.0,0.0,72558.0,Cloudy,1.0,70646.0
Wednesday,Night,67699.0,14003.0,Bank Branch,0.0,0.0,141196.0,Snowy,3.0,42589.0
Monday,Night,58380.0,9217.0,Mall,0.0,0.0,106858.0,Rainy,0.0,47045.0
Wednesday,Afternoon,68652.0,8455.0,Supermarket,0.0,0.0,57908.0,Cloudy,3.0,56647.0
Tuesday,Evening,50795.0,14326.0,Supermarket,0.0,0.0,90462.0,Rainy,3.0,43834.0
Thursday,Morning,75156.0,13375.0,Supermarket,0.0,0.0,65679.0,Rainy,5.0,64536.0
Wednesday,Morning,36837.0,2964.0,Bank Branch,0.0,0.0,95599.0,Clear,5.0,28311.0
Thursday,Evening,48088.0,10513.0,Gas Station,0.0,0.0,94044.0,Rainy,0.0,33875.0
Wednesday,Night,20975.0,9253.0,Bank Branch,0.0,0.0,52650.0,Clear,0.0,16358.0
Sunday,Evening,55306.0,16570.0,Mall,0.0,0.0,81025.0,Rainy,4.0,37106.0
Tuesday,Afternoon,76297.0,8174.0,Supermarket,0.0,0.0,83190.0,Snowy,1.0,60091.0
Tuesday,Morning,60308.0,7610.0,Bank Branch,0.0,0.0,99107.0,Clear,4.0,51849.0
Wednesday,Morning,50346.0,13124.0,Standalone,0.0,0.0,103868.0,Snowy,0.0,32469.0
Monday,Night,69647.0,12961.0,Supermarket,0.0,0.0,101986.0,Cloudy,5.0,71691.0
Friday,Morning,40212.0,6944.0,Standalone,0.0,0.0,89440.0,Clear,4.0,35198.0
Friday,Morning,70296.0,10171.0,Supermarket,0.0,0.0,66382.0,Cloudy,4.0,51338.0
Tuesday,Afternoon,54645.0,12378.0,Bank Branch,0.0,0.0,111792.0,Clear,5.0,41029.0
Friday,Afternoon,10222.0,13432.0,Bank Branch,0.0,0.0,114821.0,Rainy,4.0,3042.0
Saturday,Evening,44217.0,0.0,Gas Station,0.0,0.0,123354.0,Snowy,2.0,41198.0
Sunday,Night,38374.0,11361.0,Mall,0.0,0.0,98854.0,Cloudy,1.0,25008.0
Monday,Morning,38864.0,9420.0,Bank Branch,0.0,0.0,137957.0,Cloudy,0.0,30251.0
Friday,Evening,48292.0,7581.0,Supermarket,0.0,0.0,95065.0,Clear,3.0,51500.0
Tuesday,Evening,70619.0,11798.0,Bank Branch,0.0,0.0,123741.0,Rainy,0.0,59703.0
Monday,Evening,35528.0,11572.0,Standalone,0.0,0.0,92820.0,Rainy,5.0,21649.0
Monday,Evening,50645.0,13434.0,Gas Station,0.0,0.0,58693.0,Cloudy,5.0,44205.0
Saturday,Night,81824.0,10790.0,Mall,0.0,0.0,100668.0,Snowy,3.0,86105.0
Wednesday,Afternoon,48771.0,14955.0,Gas Station,0.0,0.0,114948.0,Snowy,2.0,32013.0
Thursday,Night,54468.0,18877.0,Supermarket,0.0,0.0,70416.0,Clear,4.0,40628.0
Monday,Afternoon,62199.0,5780.0,Supermarket,0.0,0.0,65126.0,Clear,2.0,64594.0
Sunday,Night,52352.0,3648.0,Mall,0.0,0.0,123093.0,Cloudy,5.0,49009.0
Saturday,Night,30635.0,7965.0,Gas Station,0.0,0.0,100280.0,Cloudy,0.0,32881.0
Monday,Morning,58456.0,4427.0,Gas Station,0.0,0.0,65215.0,Rainy,3.0,52914.0
Tuesday,Evening,46938.0,23427.5,Standalone,0.0,0.0,99759.0,Cloudy,1.0,33317.0
Wednesday,Morning,33188.0,10803.0,Standalone,0.0,0.0,113245.0,Rainy,3.0,27733.0
Wednesday,Afternoon,53676.0,13633.0,Standalone,0.0,0.0,87437.0,Cloudy,0.0,51143.0
Friday,Night,69295.0,8714.0,Bank Branch,0.0,0.0,105551.0,Clear,5.0,57345.0
Tuesday,Evening,60323.0,7781.0,Bank Branch,0.0,0.0,82923.0,Clear,2.0,46858.0
Friday,Evening,40352.0,9411.0,Gas Station,0.0,0.0,100300.0,Rainy,5.0,32586.0
Friday,Morning,55044.0,6314.0,Mall,0.0,0.0,121134.0,Cloudy,2.0,56917.0
Tuesday,Afternoon,64502.0,13595.0,Bank Branch,0.0,0.0,136395.0,Cloudy,3.0,66191.0
Monday,Afternoon,41233.0,22261.0,Gas Station,0.0,0.0,139672.0,Cloudy,0.0,28427.0
Monday,Afternoon,50178.0,9264.0,Mall,0.0,0.0,86867.0,Rainy,2.0,34455.0
Monday,Morning,63109.0,10392.0,Bank Branch,0.0,0.0,103659.0,Rainy,3.0,57339.0
Wednesday,Night,37485.0,14524.0,Standalone,0.0,0.0,95483.0,Clear,3.0,23132.0
Thursday,Night,34179.0,9663.0,Supermarket,0.0,0.0,98348.0,Rainy,5.0,30779.0
Tuesday,Afternoon,61549.0,19834.0,Supermarket,0.0,0.0,99217.0,Snowy,1.0,40666.0
Monday,Morning,66128.0,15236.0,Standalone,0.0,0.0,117268.0,Clear,2.0,54794.0
Tuesday,Morning,49766.0,6870.0,Gas Station,0.0,0.0,80434.0,Cloudy,3.0,35044.0
Tuesday,Evening,37630.0,4705.0,Supermarket,0.0,0.0,85689.0,Snowy,0.0,30999.0
Saturday,Night,66822.0,7716.0,Standalone,0.0,0.0,106779.0,Rainy,4.0,59772.0
Thursday,Evening,65324.0,17181.0,Gas Station,0.0,0.0,78996.0,Clear,0.0,44999.0
Saturday,Morning,35415.0,11119.0,Supermarket,0.0,0.0,61069.0,Clear,3.0,37055.0
Sunday,Morning,36076.0,16217.0,Gas Station,0.0,0.0,107106.0,Clear,5.0,20447.0
Tuesday,Afternoon,22860.0,13176.0,Bank Branch,0.0,0.0,97646.0,Cloudy,0.0,17716.0
Wednesday,Morning,57119.0,13537.0,Standalone,0.0,0.0,123565.0,Cloudy,3.0,53660.0
Friday,Night,56122.0,23427.5,Mall,0.0,0.0,114489.0,Rainy,4.0,44641.0
Sunday,Evening,53627.0,11507.0,Standalone,0.0,0.0,99268.0,Cloudy,5.0,52400.0
Wednesday,Night,23932.0,7001.0,Mall,0.0,0.0,108239.0,Rainy,2.0,15499.0
Thursday,Evening,43230.0,4910.0,Standalone,0.0,0.0,83556.0,Cloudy,1.0,43474.0
Sunday,Afternoon,30685.0,5422.0,Supermarket,0.0,0.0,102529.0,Clear,4.0,30715.0
Thursday,Night,69667.0,14320.0,Bank Branch,0.0,0.0,106122.0,Snowy,4.0,62676.0
Friday,Afternoon,46534.0,6201.0,Mall,0.0,0.0,113272.0,Rainy,4.0,37902.0
Monday,Night,65570.0,13821.0,Standalone,0.0,0.0,134559.0,Rainy,2.0,54222.0
Wednesday,Morning,42959.0,11044.0,Mall,0.0,0.0,101164.0,Rainy,0.0,31636.0
Tuesday,Morning,57057.0,19861.0,Supermarket,0.0,0.0,109285.0,Rainy,3.0,27130.0
Monday,Evening,59137.0,12862.0,Bank Branch,0.0,0.0,107940.0,Rainy,2.0,50775.0
Monday,Afternoon,45309.0,6020.0,Gas Station,0.0,0.0,95020.0,Clear,2.0,32282.0
Saturday,Morning,54711.0,8419.0,Supermarket,0.0,0.0,106286.0,Clear,3.0,55365.0
Friday,Morning,69241.0,10390.0,Bank Branch,0.0,0.0,73844.0,Rainy,0.0,55462.0
Monday,Evening,44823.0,16943.0,Bank Branch,0.0,0.0,102847.0,Cloudy,0.0,36650.0
Thursday,Night,40547.0,12870.0,Mall,0.0,0.0,97802.0,Cloudy,3.0,34645.0
Wednesday,Night,47238.0,8122.0,Bank Branch,0.0,0.0,113989.0,Clear,1.0,32732.0
Friday,Morning,21874.0,15899.0,Mall,0.0,0.0,121044.0,Snowy,3.0,22419.0
Thursday,Morning,51461.0,21443.0,Bank Branch,0.0,0.0,64735.0,Snowy,0.0,39277.0
Wednesday,Morning,61730.0,5441.0,Supermarket,0.0,0.0,99601.0,Rainy,1.0,58660.0
Thursday,Afternoon,46281.0,4329.0,Mall,0.0,0.0,120583.0,Rainy,0.0,44573.0
Sunday,Afternoon,45101.0,4145.0,Standalone,0.0,0.0,104047.0,Rainy,0.0,36541.0
Wednesday,Evening,26645.0,12306.0,Gas Station,0.0,0.0,81512.0,Cloudy,3.0,22519.0
Tuesday,Afternoon,38411.0,9710.0,Standalone,0.0,0.0,69723.0,Snowy,3.0,31468.0
Monday,Evening,59463.0,10455.0,Bank Branch,0.0,0.0,115764.0,Cloudy,3.0,54109.0
Friday,Evening,61643.0,7580.0,Standalone,0.0,0.0,124743.0,Cloudy,3.0,65098.0
Friday,Evening,46182.0,4683.0,Standalone,0.0,0.0,120432.0,Clear,3.0,39405.0
Friday,Evening,36354.0,13797.0,Supermarket,0.0,0.0,87664.0,Snowy,3.0,28797.0
Thursday,Afternoon,29780.0,4095.0,Standalone,0.0,0.0,76966.0,Rainy,2.0,25837.0
Wednesday,Afternoon,45154.0,8163.0,Standalone,0.0,0.0,91572.0,Snowy,0.0,35352.0
Wednesday,Morning,59320.0,3817.0,Standalone,0.0,0.0,125488.0,Snowy,1.0,61732.0
Wednesday,Night,48569.0,18651.0,Standalone,0.0,0.0,55088.0,Rainy,0.0,32130.0
Wednesday,Morning,52931.0,8872.0,Supermarket,0.0,0.0,105910.0,Cloudy,5.0,53733.0
Wednesday,Evening,41618.0,8439.0,Standalone,0.0,0.0,93243.0,Clear,3.0,35905.0
Thursday,Evening,40588.0,11253.0,Gas Station,0.0,0.0,116171.0,Cloudy,1.0,25887.0
Thursday,Night,46034.0,6128.0,Bank Branch,0.0,0.0,87947.0,Snowy,0.0,44630.0
Sunday,Morning,50026.0,7419.0,Gas Station,0.0,0.0,142491.0,Cloudy,0.0,44636.0
Sunday,Morning,75885.0,10609.0,Standalone,0.0,0.0,115068.0,Clear,3.0,64416.0
Thursday,Evening,51497.0,11027.0,Standalone,0.0,0.0,84487.0,Snowy,3.0,40737.0
Monday,Evening,76172.0,22024.0,Gas Station,0.0,0.0,104344.0,Cloudy,2.0,66849.0
Tuesday,Night,43028.0,18914.0,Mall,0.0,0.0,95053.0,Clear,0.0,30337.0
Friday,Morning,64780.0,2070.0,Bank Branch,0.0,0.0,103529.0,Snowy,5.0,52249.0
Thursday,Afternoon,56768.0,15079.0,Bank Branch,0.0,0.0,91932.0,Snowy,4.0,44051.0
Wednesday,Morning,68912.0,13083.0,Standalone,0.0,0.0,101759.0,Clear,0.0,51472.0
Tuesday,Morning,43395.0,7842.0,Standalone,0.0,0.0,57598.0,Cloudy,2.0,36173.0
Friday,Afternoon,59148.0,9800.0,Supermarket,0.0,0.0,115898.0,Rainy,2.0,53634.0
Tuesday,Night,70237.0,10059.0,Gas Station,0.0,0.0,80384.0,Rainy,4.0,67793.0
Thursday,Night,55131.0,19586.0,Standalone,0.0,0.0,69488.0,Cloudy,1.0,39277.0
Wednesday,Evening,32687.0,16568.0,Mall,0.0,0.0,99690.0,Rainy,5.0,22275.0
Saturday,Morning,27009.0,4357.0,Mall,0.0,0.0,119448.0,Clear,1.0,26496.0
Saturday,Afternoon,63091.0,11815.0,Gas Station,0.0,0.0,65578.0,Rainy,3.0,47421.0
Thursday,Afternoon,44623.0,3875.0,Supermarket,0.0,0.0,123530.0,Snowy,2.0,42620.0
Monday,Afternoon,41244.0,6799.0,Supermarket,0.0,0.0,129674.0,Rainy,1.0,32656.0
Monday,Night,17706.0,9846.0,Supermarket,0.0,0.0,88761.0,Cloudy,1.0,5574.0
Wednesday,Night,28566.0,15946.0,Bank Branch,0.0,0.0,113344.0,Clear,1.0,20244.0
Wednesday,Morning,59938.0,5885.0,Bank Branch,0.0,0.0,79215.0,Cloudy,1.0,66360.0
Sunday,Night,62269.0,11981.0,Supermarket,0.0,0.0,103394.0,Snowy,0.0,60674.0
Monday,Evening,38667.0,9490.0,Gas Station,0.0,0.0,128938.0,Cloudy,4.0,30598.0
Monday,Evening,40087.0,14971.0,Mall,0.0,0.0,105094.0,Snowy,0.0,22461.0
Friday,Night,57280.0,5754.0,Gas Station,0.0,0.0,106113.0,Rainy,3.0,48931.0
Friday,Evening,39031.0,8122.0,Supermarket,0.0,0.0,99023.0,Cloudy,0.0,32679.0
